5	0	1	same	221	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	221	0	0	1	654
5	1	3	same	183	9	158	0	153	11	-1	-1	-1	-1	-1	-1	183	9	0	1	2817
5	2	4	same	259	12	213	8	153	11	36	3	-1	-1	-1	-1	259	12	0	1	778
5	3	4	same	7	8	235	2	67	4	87	11	-1	-1	-1	-1	7	8	0	1	809
5	4	5	change	335	3	307	8	275	12	294	0	8	1	-1	-1	67	3	1	1	1729
5	5	1	same	291	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	291	1	0	1	653
5	6	2	change	244	7	35	6	-1	-1	-1	-1	-1	-1	-1	-1	4	7	1	1	1106
5	7	2	same	177	3	143	4	-1	-1	-1	-1	-1	-1	-1	-1	177	3	0	1	1274
5	8	3	change	79	12	244	10	123	9	-1	-1	-1	-1	-1	-1	149	12	1	1	1451
5	9	3	same	214	9	13	2	42	0	-1	-1	-1	-1	-1	-1	214	9	0	1	1083
5	10	5	change	47	7	305	6	160	11	292	2	229	5	-1	-1	265	7	1	1	1219
5	11	3	same	12	2	292	8	199	6	-1	-1	-1	-1	-1	-1	12	2	1	0	1620
5	12	1	change	293	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	129	2	1	1	603
5	13	5	same	30	5	266	3	78	6	57	8	20	12	-1	-1	30	5	0	1	1129
5	14	2	change	329	10	182	2	-1	-1	-1	-1	-1	-1	-1	-1	240	10	1	1	1131
5	15	2	change	117	12	273	6	-1	-1	-1	-1	-1	-1	-1	-1	17	12	1	1	1026
5	16	1	same	321	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	321	10	0	1	827
5	17	6	change	73	3	298	11	229	8	202	5	74	2	293	0	21	3	1	1	1145
5	18	2	same	198	8	107	12	-1	-1	-1	-1	-1	-1	-1	-1	198	8	0	1	1043
5	19	1	same	103	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	103	6	0	1	603
5	20	5	change	66	11	16	1	46	8	83	12	329	6	-1	-1	116	11	1	1	969
5	21	3	change	275	1	103	11	172	9	-1	-1	-1	-1	-1	-1	174	1	1	1	1563
5	22	2	same	177	9	201	1	-1	-1	-1	-1	-1	-1	-1	-1	177	9	0	1	883
5	23	3	change	189	0	71	8	15	9	-1	-1	-1	-1	-1	-1	92	0	0	0	939
5	24	2	change	103	0	71	6	-1	-1	-1	-1	-1	-1	-1	-1	349	0	1	1	921
5	25	1	change	215	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84	9	1	1	691
5	26	1	change	233	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	6	1	1	629
5	27	2	same	97	4	214	8	-1	-1	-1	-1	-1	-1	-1	-1	97	4	0	1	803
5	28	5	change	251	9	165	8	108	2	39	11	351	6	-1	-1	261	9	1	1	1163
5	29	2	change	130	7	94	6	-1	-1	-1	-1	-1	-1	-1	-1	147	7	0	0	1033
5	30	1	change	245	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	122	4	1	1	906
5	31	3	same	135	2	44	9	93	5	-1	-1	-1	-1	-1	-1	135	2	1	0	2203
5	32	2	change	225	4	105	0	-1	-1	-1	-1	-1	-1	-1	-1	108	4	1	1	1913
5	33	3	same	162	0	274	5	265	11	-1	-1	-1	-1	-1	-1	162	0	0	1	1227
5	34	4	change	244	0	168	10	328	6	221	11	-1	-1	-1	-1	187	0	0	0	1125
5	35	4	change	236	7	112	8	159	4	356	9	-1	-1	-1	-1	207	7	0	0	739
5	36	2	change	58	11	100	1	-1	-1	-1	-1	-1	-1	-1	-1	68	11	0	0	1019
5	37	3	same	323	4	150	6	267	10	-1	-1	-1	-1	-1	-1	323	4	1	0	1825
5	38	3	change	3	7	150	2	103	6	-1	-1	-1	-1	-1	-1	88	7	0	0	1075
5	39	5	same	16	9	164	7	85	1	155	6	3	10	-1	-1	16	9	1	0	1179
5	40	4	change	185	10	316	5	290	3	79	0	-1	-1	-1	-1	253	10	1	1	2378
5	41	1	change	312	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	61	9	1	1	818
5	42	3	same	323	1	76	4	109	0	-1	-1	-1	-1	-1	-1	323	1	0	1	811
5	43	2	change	170	10	181	4	-1	-1	-1	-1	-1	-1	-1	-1	187	10	1	1	1403
5	44	2	same	105	4	209	5	-1	-1	-1	-1	-1	-1	-1	-1	105	4	0	1	1235
5	45	6	same	4	3	307	5	332	1	352	8	158	12	281	0	4	3	0	1	1235
